               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 306,            0.014386,           0.0057443,          0.00029262,             0.84905,             0.64569,             0.73415,             0.48091,            0.038568,            0.010478,          0.00098708,           0.0024513,           0.0024513,           0.0024513
                 307,            0.015669,           0.0059922,          0.00041689,              0.8456,             0.65292,             0.73421,              0.4834,             0.03776,            0.010344,          0.00089665,           0.0024265,           0.0024265,           0.0024265
                 308,            0.014046,           0.0054847,          0.00018519,             0.90733,             0.63839,             0.74011,             0.48383,            0.037755,            0.010165,          0.00073516,           0.0024018,           0.0024018,           0.0024018
                 309,            0.015806,           0.0062536,          0.00035689,             0.88983,              0.6452,             0.73702,             0.48741,            0.037985,            0.010013,           0.0006559,            0.002377,            0.002377,            0.002377
                 310,            0.015523,           0.0059903,           0.0002343,             0.86875,             0.64667,              0.7406,             0.48423,            0.037328,            0.010049,           0.0006215,           0.0023523,           0.0023523,           0.0023523
                 311,            0.014889,           0.0057569,          0.00021696,             0.87346,             0.63711,             0.74573,             0.48607,            0.036855,            0.010298,          0.00056182,           0.0023275,           0.0023275,           0.0023275
                 312,            0.014679,           0.0058966,          0.00025078,             0.81826,             0.66181,             0.74523,             0.48796,            0.036698,            0.010343,          0.00058322,           0.0023028,           0.0023028,           0.0023028
                 313,            0.014785,           0.0060065,          0.00023142,             0.82324,             0.66139,             0.74792,             0.49056,            0.036125,            0.010203,           0.0006199,            0.002278,            0.002278,            0.002278
                 314,            0.014709,           0.0059188,          0.00023602,             0.83872,              0.6479,             0.75329,             0.49314,            0.036336,            0.010238,          0.00055128,           0.0022533,           0.0022533,           0.0022533
                 315,             0.01489,           0.0054868,          0.00018329,             0.78643,             0.69351,             0.74922,             0.49877,            0.035712,            0.010617,          0.00054259,           0.0022285,           0.0022285,           0.0022285
                 316,             0.01364,           0.0057942,          0.00018659,             0.81697,             0.66389,             0.75696,             0.49912,             0.03525,            0.010391,          0.00059441,           0.0022038,           0.0022038,           0.0022038
                 317,            0.014292,           0.0057243,          0.00018324,             0.81853,             0.67846,             0.75284,             0.49586,            0.035465,            0.010273,          0.00063779,            0.002179,            0.002179,            0.002179
                 318,            0.013765,           0.0058094,          0.00025396,             0.85344,             0.64251,             0.74738,               0.489,            0.035853,            0.010435,            0.000631,           0.0021543,           0.0021543,           0.0021543
                 319,            0.015568,           0.0064078,          0.00032647,             0.84626,             0.63561,             0.74098,             0.49225,            0.036117,            0.010779,          0.00062244,           0.0021295,           0.0021295,           0.0021295
                 320,            0.015179,           0.0055229,          0.00026584,             0.79791,             0.67038,             0.74585,             0.49566,            0.035975,            0.010864,          0.00066973,           0.0021048,           0.0021048,           0.0021048
                 321,            0.014139,           0.0057046,          0.00019552,             0.78943,             0.67892,             0.75091,             0.49902,            0.036303,             0.01068,          0.00059813,             0.00208,             0.00208,             0.00208
                 322,            0.014628,           0.0061172,          0.00052073,             0.84155,             0.66409,             0.74792,             0.50082,            0.036487,            0.010446,          0.00070993,           0.0020553,           0.0020553,           0.0020553
                 323,              0.0139,           0.0059881,          0.00026288,             0.82361,             0.67316,             0.75064,             0.50491,            0.036616,            0.010301,          0.00081734,           0.0020305,           0.0020305,           0.0020305
                 324,            0.013663,           0.0057387,          0.00032548,             0.86165,             0.66421,             0.75424,              0.4953,            0.037834,            0.010349,          0.00081815,           0.0020058,           0.0020058,           0.0020058
                 325,            0.013694,            0.006065,          0.00020364,             0.85983,             0.65557,              0.7508,             0.49753,             0.03762,            0.010507,          0.00094117,            0.001981,            0.001981,            0.001981
                 326,            0.013923,           0.0057186,          0.00016417,             0.84147,             0.64934,             0.74558,             0.49303,            0.037776,            0.010676,           0.0010786,           0.0019563,           0.0019563,           0.0019563
                 327,            0.013922,           0.0055282,          0.00017616,             0.79763,             0.66988,             0.75022,             0.48812,            0.037817,            0.010576,           0.0010257,           0.0019315,           0.0019315,           0.0019315
                 328,            0.014529,            0.005735,           0.0004306,             0.85018,             0.66124,             0.75318,             0.49243,            0.037991,            0.010443,           0.0011688,           0.0019068,           0.0019068,           0.0019068
                 329,            0.014715,           0.0056615,          0.00017501,             0.84183,             0.66491,             0.74656,             0.49034,            0.038173,             0.01067,           0.0014967,            0.001882,            0.001882,            0.001882
                 330,            0.014011,           0.0056456,          0.00018506,             0.85228,             0.63566,             0.74281,             0.48479,            0.037917,            0.010932,           0.0013492,           0.0018572,           0.0018572,           0.0018572
                 331,            0.014763,           0.0056734,           0.0007005,             0.81618,             0.64365,             0.73925,             0.47999,            0.037568,            0.011065,           0.0011909,           0.0018325,           0.0018325,           0.0018325
                 332,            0.013038,           0.0053509,          0.00020775,             0.82438,              0.6347,               0.738,             0.47523,             0.03761,            0.010984,           0.0011493,           0.0018077,           0.0018077,           0.0018077
                 333,             0.01391,           0.0058645,           0.0001479,              0.8592,             0.62145,             0.73879,             0.47604,            0.037974,            0.010785,            0.001426,            0.001783,            0.001783,            0.001783
                 334,             0.01337,           0.0057491,          0.00022306,             0.85385,              0.6238,             0.73211,             0.47891,             0.03758,            0.010897,           0.0015505,           0.0017582,           0.0017582,           0.0017582
                 335,            0.013527,           0.0054022,          0.00025345,             0.88611,             0.60803,               0.733,              0.4762,            0.037617,            0.011079,           0.0017389,           0.0017335,           0.0017335,           0.0017335
                 336,            0.013759,           0.0058642,          0.00024714,             0.90669,             0.59878,             0.74047,             0.48346,            0.037352,            0.010987,           0.0016894,           0.0017087,           0.0017087,           0.0017087
                 337,            0.013586,             0.00572,          0.00019582,             0.86336,             0.62759,             0.73641,             0.48602,            0.037414,            0.010941,           0.0014619,            0.001684,            0.001684,            0.001684
                 338,             0.01275,            0.005232,          0.00026128,             0.83624,             0.63389,             0.73734,             0.49084,             0.03736,            0.011001,           0.0014818,           0.0016592,           0.0016592,           0.0016592
                 339,            0.013459,           0.0057631,          0.00025233,             0.82813,             0.62058,             0.73624,             0.49212,            0.036814,            0.010952,           0.0014032,           0.0016345,           0.0016345,           0.0016345
                 340,            0.013162,           0.0053103,          0.00016655,             0.83121,              0.6206,             0.73772,             0.48641,            0.036903,            0.010809,           0.0013482,           0.0016097,           0.0016097,           0.0016097
                 341,            0.013633,           0.0052396,          0.00019958,             0.82676,             0.64753,             0.73328,             0.48857,            0.037247,            0.010678,           0.0011032,            0.001585,            0.001585,            0.001585
                 342,            0.012942,           0.0054456,           0.0001952,             0.81112,             0.65523,             0.73291,             0.47476,             0.03699,            0.010719,           0.0011324,           0.0015602,           0.0015602,           0.0015602
                 343,            0.013795,           0.0052877,          0.00021271,             0.85804,             0.62092,             0.73556,             0.48001,            0.037396,             0.01077,            0.001344,           0.0015355,           0.0015355,           0.0015355
                 344,            0.013009,           0.0056108,          0.00014046,             0.84665,             0.63867,             0.73323,             0.48405,            0.037355,            0.010664,           0.0014017,           0.0015107,           0.0015107,           0.0015107
                 345,            0.013096,           0.0055267,          0.00025961,               0.839,             0.65111,             0.73911,             0.48729,            0.037185,            0.010407,           0.0010524,            0.001486,            0.001486,            0.001486
                 346,            0.013125,           0.0059682,          0.00026534,             0.84942,              0.6413,             0.73133,             0.48794,            0.037065,            0.010275,          0.00081458,           0.0014612,           0.0014612,           0.0014612
                 347,             0.01351,           0.0054933,           0.0006931,             0.85203,             0.63817,              0.7291,             0.48473,            0.037217,            0.010375,          0.00076806,           0.0014365,           0.0014365,           0.0014365
                 348,            0.012177,           0.0050835,          0.00017475,             0.84635,             0.66394,             0.72813,              0.4815,            0.037362,            0.010449,          0.00077769,           0.0014117,           0.0014117,           0.0014117
                 349,            0.012626,           0.0054483,          0.00020426,             0.77251,             0.68783,             0.73449,             0.48673,            0.037364,            0.010517,          0.00086774,            0.001387,            0.001387,            0.001387
                 350,            0.012881,           0.0056304,          0.00044791,             0.79889,             0.65721,             0.74299,             0.49019,            0.037451,            0.010508,           0.0010864,           0.0013622,           0.0013622,           0.0013622
                 351,            0.012989,            0.005552,          0.00015899,             0.84198,             0.63483,             0.73268,             0.48853,            0.037866,            0.010723,           0.0013657,           0.0013375,           0.0013375,           0.0013375
                 352,            0.013411,           0.0057568,          0.00026803,              0.8089,             0.64613,             0.72932,             0.48478,            0.037706,            0.010843,           0.0014693,           0.0013128,           0.0013128,           0.0013128
                 353,            0.013108,           0.0053269,          0.00014577,             0.83286,              0.6355,             0.72824,             0.49309,            0.037433,            0.010787,            0.001299,            0.001288,            0.001288,            0.001288
                 354,            0.012677,           0.0054563,           0.0002484,             0.83162,             0.61563,             0.73083,             0.48678,            0.038111,            0.011078,           0.0011183,           0.0012633,           0.0012633,           0.0012633
                 355,            0.012467,            0.005557,          0.00023114,               0.724,             0.66028,             0.73003,             0.49016,            0.037124,            0.011114,           0.0011809,           0.0012385,           0.0012385,           0.0012385
                 356,            0.013968,            0.005497,           0.0011716,             0.89302,             0.56816,             0.73106,             0.49307,            0.036903,            0.011021,           0.0012137,           0.0012138,           0.0012138,           0.0012138
                 357,             0.01252,           0.0055401,          0.00016461,              0.8558,             0.59225,               0.734,             0.49705,            0.037105,            0.010884,           0.0011996,            0.001189,            0.001189,            0.001189
                 358,             0.01317,           0.0053268,          0.00038982,             0.78689,             0.67204,             0.72652,             0.49794,            0.037321,            0.010687,            0.001231,           0.0011643,           0.0011643,           0.0011643
                 359,            0.012355,           0.0054407,          0.00013444,             0.80076,              0.6551,             0.74303,             0.49909,            0.037203,            0.010563,           0.0012571,           0.0011395,           0.0011395,           0.0011395
                 360,            0.012655,           0.0054651,          0.00018963,             0.85415,             0.63303,             0.74474,             0.50093,             0.03745,            0.010573,           0.0014453,           0.0011148,           0.0011148,           0.0011148
                 361,            0.012462,           0.0052579,          0.00012001,             0.80617,             0.65941,             0.74262,             0.49868,            0.037485,            0.010564,           0.0014444,             0.00109,             0.00109,             0.00109
                 362,            0.012712,           0.0054401,          0.00016623,              0.8272,              0.6502,             0.74814,             0.49792,            0.037144,             0.01055,           0.0014095,           0.0010653,           0.0010653,           0.0010653
                 363,             0.01383,           0.0053561,          0.00028398,             0.78306,             0.67455,             0.74748,             0.49707,            0.036917,            0.010532,           0.0015007,           0.0010405,           0.0010405,           0.0010405
                 364,            0.011704,           0.0053705,          0.00022074,             0.83694,             0.65562,             0.74589,             0.49825,            0.036975,            0.010506,           0.0017073,           0.0010158,           0.0010158,           0.0010158
                 365,            0.012475,           0.0050959,          0.00013009,             0.85201,             0.64969,              0.7501,             0.49979,            0.036968,            0.010488,           0.0017732,            0.000991,            0.000991,            0.000991
                 366,            0.013002,            0.005424,          0.00021841,             0.84035,             0.65004,             0.74112,             0.49353,            0.036986,            0.010586,           0.0018388,          0.00096625,          0.00096625,          0.00096625
                 367,            0.012894,           0.0052437,          0.00015167,             0.84335,             0.64845,             0.74216,             0.49533,              0.0372,            0.010577,           0.0017884,           0.0009415,           0.0009415,           0.0009415
                 368,              0.0123,           0.0053533,           0.0001832,             0.85367,             0.62295,             0.74246,             0.49407,            0.037048,            0.010614,           0.0016597,          0.00091675,          0.00091675,          0.00091675
                 369,             0.01298,            0.005308,          0.00011707,             0.84761,             0.63335,             0.73195,             0.49304,            0.037066,            0.010654,           0.0017265,            0.000892,            0.000892,            0.000892
                 370,            0.011955,           0.0056935,          0.00012261,             0.84106,             0.62625,             0.73326,             0.49369,            0.036902,            0.010643,           0.0017307,          0.00086725,          0.00086725,          0.00086725
                 371,            0.011451,           0.0046973,          0.00011036,             0.81659,              0.6383,                0.73,             0.48691,            0.036925,            0.010625,           0.0018598,           0.0008425,           0.0008425,           0.0008425
                 372,            0.013106,           0.0049828,          0.00067788,             0.83573,             0.63055,             0.73154,             0.49265,            0.036962,            0.010625,           0.0018011,          0.00081775,          0.00081775,          0.00081775
                 373,            0.012441,           0.0053037,          0.00025178,             0.82921,             0.62789,             0.73212,             0.49252,            0.037083,            0.010674,           0.0018595,            0.000793,            0.000793,            0.000793
                 374,            0.012034,           0.0054224,          0.00015183,             0.83537,             0.62497,             0.73562,             0.49047,            0.036933,            0.010802,           0.0017861,          0.00076825,          0.00076825,          0.00076825
                 375,            0.012497,           0.0054656,          0.00051914,             0.81967,             0.64075,             0.73621,             0.49425,            0.037052,            0.010912,           0.0018602,           0.0007435,           0.0007435,           0.0007435
                 376,            0.012485,           0.0049929,          0.00010142,             0.83322,             0.63829,              0.7371,             0.49522,            0.037223,            0.010904,           0.0019411,          0.00071875,          0.00071875,          0.00071875
                 377,            0.012019,           0.0049913,          0.00024404,             0.81643,             0.65032,             0.74104,             0.49439,            0.037312,            0.010841,           0.0019714,            0.000694,            0.000694,            0.000694
                 378,            0.012493,           0.0051028,           0.0001359,             0.80478,             0.64212,              0.7422,             0.49288,            0.037233,            0.010736,           0.0018768,          0.00066925,          0.00066925,          0.00066925
                 379,            0.012537,           0.0050825,          0.00016935,             0.79459,             0.65842,             0.74371,             0.49327,            0.037259,             0.01065,           0.0016423,           0.0006445,           0.0006445,           0.0006445
                 380,            0.012126,           0.0053402,          0.00022296,             0.80627,             0.66768,             0.74349,             0.49953,            0.037323,            0.010647,           0.0015736,          0.00061975,          0.00061975,          0.00061975
                 381,            0.012304,           0.0047788,          0.00021789,             0.80726,             0.66165,             0.74488,             0.49756,            0.037339,            0.010684,           0.0016106,            0.000595,            0.000595,            0.000595
                 382,            0.012532,           0.0050487,          0.00012519,             0.78304,              0.6618,             0.74293,             0.49976,            0.037041,            0.010687,           0.0015595,          0.00057025,          0.00057025,          0.00057025
                 383,            0.012173,            0.005112,          0.00012327,             0.78024,             0.66286,             0.74245,             0.49841,            0.036854,            0.010607,           0.0015934,           0.0005455,           0.0005455,           0.0005455
                 384,            0.012046,           0.0051558,          0.00018974,             0.81636,             0.65141,             0.74324,             0.49947,            0.036832,            0.010629,           0.0016952,          0.00052075,          0.00052075,          0.00052075
                 385,            0.012532,           0.0054137,          0.00025799,              0.8249,             0.64456,             0.73958,             0.49471,            0.037101,            0.010658,           0.0018169,            0.000496,            0.000496,            0.000496
                 386,            0.012126,           0.0053325,          0.00016898,             0.79632,             0.65749,             0.73921,             0.49649,            0.037162,            0.010684,           0.0018354,          0.00047125,          0.00047125,          0.00047125
                 387,            0.012567,           0.0050857,          0.00010527,             0.78712,             0.66059,             0.73925,             0.49142,            0.037102,            0.010692,           0.0017478,           0.0004465,           0.0004465,           0.0004465
                 388,            0.012568,           0.0054277,          0.00019388,             0.78017,             0.66059,             0.73712,             0.49086,            0.037167,            0.010704,            0.001744,          0.00042175,          0.00042175,          0.00042175
                 389,             0.01192,           0.0049384,          0.00014736,             0.80573,             0.64097,             0.73668,             0.49137,            0.037289,            0.010613,           0.0018393,            0.000397,            0.000397,            0.000397
                 390,             0.01321,           0.0044208,          0.00067425,             0.83603,             0.62219,             0.73527,             0.48722,            0.037358,            0.010671,           0.0018722,          0.00037225,          0.00037225,          0.00037225
                 391,            0.011658,           0.0049423,          0.00010639,             0.83608,             0.61229,             0.73488,             0.49001,            0.037327,            0.010715,           0.0018981,           0.0003475,           0.0003475,           0.0003475
                 392,            0.011967,           0.0051512,          0.00013964,             0.85031,             0.60466,             0.73852,              0.4915,            0.037162,            0.010755,           0.0018951,          0.00032275,          0.00032275,          0.00032275
                 393,            0.012613,           0.0051638,          0.00017287,             0.82058,             0.62854,              0.7403,              0.4942,            0.037242,            0.010795,           0.0018477,            0.000298,            0.000298,            0.000298
                 394,            0.011548,           0.0049629,          0.00011586,              0.7942,             0.63305,             0.74067,             0.49522,            0.037344,            0.010802,           0.0017018,          0.00027325,          0.00027325,          0.00027325
                 395,              0.0112,           0.0049556,          9.7699e-05,             0.81024,             0.63468,              0.7416,             0.49562,            0.037342,            0.010752,           0.0017007,           0.0002485,           0.0002485,           0.0002485
                 396,            0.012484,           0.0053683,          0.00012073,             0.82324,             0.62856,              0.7418,             0.49797,             0.03716,            0.010716,           0.0016516,          0.00022375,          0.00022375,          0.00022375
                 397,            0.011598,           0.0052726,          0.00011675,              0.8243,             0.63034,             0.74204,             0.49745,            0.037144,             0.01066,           0.0015379,            0.000199,            0.000199,            0.000199
                 398,            0.012116,            0.004953,           0.0001246,             0.82285,             0.63322,             0.74123,             0.49625,            0.037159,            0.010664,           0.0014892,          0.00017425,          0.00017425,          0.00017425
                 399,             0.01166,           0.0052706,          0.00010118,             0.82607,             0.63745,              0.7417,             0.49901,            0.037196,            0.010647,           0.0014643,           0.0001495,           0.0001495,           0.0001495
