               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.023284,           0.0081054,          0.00068557,             0.82447,             0.71371,             0.74476,              0.4565,            0.038324,           0.0088473,           0.0030625,           0.0063618,           0.0063618,           0.0063618
                 149,            0.022888,           0.0085946,          0.00079594,             0.83391,             0.66825,             0.73841,             0.45847,            0.039348,           0.0089907,           0.0030801,            0.006337,            0.006337,            0.006337
                 150,            0.021602,           0.0089419,          0.00073672,              0.8488,             0.61951,              0.7216,             0.44894,            0.040185,           0.0096141,           0.0028616,           0.0063122,           0.0063122,           0.0063122
                 151,            0.023191,           0.0084644,          0.00095446,             0.86774,             0.63046,              0.7176,             0.45303,            0.039371,           0.0099154,           0.0029977,           0.0062875,           0.0062875,           0.0062875
                 152,            0.023589,           0.0083308,          0.00090177,             0.78084,              0.6818,              0.7309,             0.45246,            0.039709,             0.01016,           0.0025301,           0.0062628,           0.0062628,           0.0062628
                 153,            0.022695,           0.0081618,          0.00098674,             0.83866,             0.66619,             0.74218,             0.46465,            0.039308,           0.0094572,           0.0023281,            0.006238,            0.006238,            0.006238
                 154,            0.021797,           0.0082832,           0.0006216,             0.81857,             0.65733,             0.73804,             0.46488,            0.037702,            0.009513,           0.0014684,           0.0062132,           0.0062132,           0.0062132
                 155,            0.022613,           0.0080502,          0.00063063,             0.83714,             0.65664,             0.73191,             0.47522,             0.03669,           0.0091669,           0.0013556,           0.0061885,           0.0061885,           0.0061885
                 156,            0.023625,           0.0086015,           0.0011334,             0.78123,             0.64926,              0.7175,             0.46534,            0.038853,           0.0094223,           0.0014376,           0.0061637,           0.0061637,           0.0061637
                 157,             0.02234,           0.0080759,          0.00057446,             0.77216,             0.66687,              0.7121,             0.46576,            0.040842,           0.0097504,           0.0015949,            0.006139,            0.006139,            0.006139
                 158,            0.021656,           0.0083615,           0.0011499,             0.85644,             0.62435,             0.71888,             0.44856,            0.040845,           0.0096883,           0.0028591,           0.0061142,           0.0061142,           0.0061142
                 159,             0.02177,           0.0077776,          0.00066142,             0.77223,             0.65693,             0.72068,              0.4525,            0.039709,           0.0097284,           0.0038596,           0.0060895,           0.0060895,           0.0060895
                 160,             0.02187,           0.0083362,          0.00066316,             0.77894,               0.698,             0.73863,             0.46093,            0.039345,           0.0093185,           0.0024622,           0.0060647,           0.0060647,           0.0060647
                 161,            0.022943,           0.0081848,          0.00072014,             0.76381,             0.68045,             0.73927,             0.44803,            0.039494,           0.0090724,           0.0027982,             0.00604,             0.00604,             0.00604
                 162,            0.021621,           0.0078155,          0.00051607,             0.77894,              0.6994,             0.73299,             0.46046,            0.039611,           0.0089072,           0.0017648,           0.0060152,           0.0060152,           0.0060152
                 163,             0.02056,           0.0080008,          0.00050277,             0.81682,             0.69257,             0.73884,             0.46343,            0.039141,            0.008947,           0.0013277,           0.0059905,           0.0059905,           0.0059905
                 164,            0.020554,            0.008672,          0.00058321,             0.79199,             0.68966,             0.72343,             0.45441,            0.039109,           0.0092314,           0.0013153,           0.0059658,           0.0059658,           0.0059658
                 165,            0.020646,           0.0078199,           0.0006003,             0.85922,             0.64897,             0.72735,             0.46792,            0.038722,           0.0095642,           0.0013097,            0.005941,            0.005941,            0.005941
                 166,            0.022007,           0.0082423,          0.00063263,              0.8184,             0.62801,             0.71625,             0.45219,            0.038917,           0.0093901,            0.001331,           0.0059163,           0.0059163,           0.0059163
                 167,            0.021602,           0.0078769,          0.00050884,             0.75271,             0.66752,              0.7059,             0.45041,            0.039564,           0.0098419,           0.0019223,           0.0058915,           0.0058915,           0.0058915
                 168,            0.020048,           0.0080824,          0.00081576,             0.84157,             0.61709,             0.73196,             0.46507,            0.037787,           0.0093518,           0.0019515,           0.0058668,           0.0058668,           0.0058668
                 169,            0.022052,           0.0087507,          0.00083492,             0.81115,             0.67892,             0.72854,              0.4573,            0.038066,           0.0090919,           0.0016552,            0.005842,            0.005842,            0.005842
                 170,            0.021464,           0.0081057,           0.0009735,             0.83003,             0.66938,             0.73283,             0.45618,             0.03801,           0.0090647,          0.00094538,           0.0058173,           0.0058173,           0.0058173
                 171,            0.020879,           0.0076826,          0.00062979,             0.76705,             0.68212,             0.72695,             0.45765,            0.038466,           0.0094098,          0.00053618,           0.0057925,           0.0057925,           0.0057925
                 172,            0.023594,            0.007371,          0.00080727,              0.7595,             0.63813,             0.69427,             0.43451,             0.03813,           0.0098033,           0.0010883,           0.0057678,           0.0057678,           0.0057678
                 173,            0.022358,           0.0079221,           0.0010079,              0.8225,               0.613,             0.72922,             0.47339,            0.038213,           0.0094933,           0.0010863,            0.005743,            0.005743,            0.005743
                 174,            0.020213,           0.0078221,          0.00063928,             0.72024,             0.69461,             0.72796,              0.4745,            0.038466,           0.0095485,            0.002103,           0.0057183,           0.0057183,           0.0057183
                 175,            0.022541,           0.0075593,           0.0014208,             0.78339,              0.6216,             0.68621,             0.43165,            0.040786,            0.011316,           0.0017632,           0.0056935,           0.0056935,           0.0056935
                 176,            0.021278,           0.0079103,           0.0011001,             0.79933,             0.62276,             0.69117,             0.42771,            0.040087,            0.010908,           0.0039987,           0.0056688,           0.0056688,           0.0056688
                 177,             0.02023,           0.0082729,          0.00096976,             0.77792,             0.65067,             0.70795,             0.43148,            0.039789,            0.010118,           0.0050088,            0.005644,            0.005644,            0.005644
                 178,            0.020016,           0.0083719,           0.0011056,              0.8483,             0.64188,              0.7183,             0.44151,            0.039233,            0.010199,           0.0017055,           0.0056193,           0.0056193,           0.0056193
                 179,            0.021345,            0.007839,          0.00082821,             0.86518,             0.63645,              0.7213,             0.46253,            0.038559,            0.010259,          0.00077291,           0.0055945,           0.0055945,           0.0055945
                 180,             0.02074,           0.0076644,          0.00058722,             0.83564,             0.64195,             0.71728,             0.44245,            0.040722,            0.010716,           0.0010035,           0.0055698,           0.0055698,           0.0055698
                 181,            0.021676,           0.0080882,           0.0011155,             0.77188,             0.67252,             0.74258,             0.46635,            0.040226,           0.0094022,          0.00083289,            0.005545,            0.005545,            0.005545
                 182,            0.021535,           0.0079559,           0.0017973,             0.81102,             0.67787,             0.74645,             0.47239,            0.039058,            0.009295,          0.00063985,           0.0055202,           0.0055202,           0.0055202
                 183,            0.022595,            0.007872,           0.0007979,             0.82178,             0.66406,             0.73224,             0.45288,            0.039731,            0.010133,          0.00057902,           0.0054955,           0.0054955,           0.0054955
                 184,            0.019898,           0.0078213,           0.0007896,             0.82274,             0.65669,             0.73159,             0.45993,            0.038087,            0.009984,          0.00050399,           0.0054707,           0.0054707,           0.0054707
                 185,            0.021341,           0.0082111,          0.00081559,             0.82705,             0.63121,             0.70829,             0.43753,            0.040688,           0.0099532,           0.0011967,            0.005446,            0.005446,            0.005446
                 186,            0.021517,           0.0073042,          0.00073075,             0.79059,             0.65639,             0.71598,             0.45861,            0.039071,            0.009848,           0.0010482,           0.0054212,           0.0054212,           0.0054212
                 187,            0.021012,           0.0081235,          0.00061324,             0.86285,             0.65267,             0.73328,             0.46604,            0.039791,           0.0096015,           0.0012415,           0.0053965,           0.0053965,           0.0053965
                 188,            0.020354,           0.0076949,           0.0005108,             0.80587,             0.67675,             0.72855,             0.45837,            0.038682,           0.0095703,           0.0013691,           0.0053717,           0.0053717,           0.0053717
                 189,            0.020347,           0.0069532,          0.00039299,             0.76782,             0.69624,             0.75611,             0.47596,            0.039956,           0.0092376,           0.0012711,            0.005347,            0.005347,            0.005347
                 190,            0.021906,           0.0080198,            0.000517,             0.74856,             0.70326,             0.74668,             0.46648,            0.038479,           0.0093794,           0.0010901,           0.0053223,           0.0053223,           0.0053223
                 191,            0.020319,           0.0076109,          0.00080665,             0.79406,             0.70992,             0.75119,             0.48013,            0.038968,           0.0093892,           0.0009772,           0.0052975,           0.0052975,           0.0052975
                 192,             0.02032,           0.0074858,          0.00053933,             0.87444,             0.63179,             0.74101,             0.47291,            0.038018,           0.0097464,          0.00083887,           0.0052727,           0.0052727,           0.0052727
                 193,            0.021021,           0.0075214,          0.00091148,             0.79948,             0.68846,             0.74992,             0.47624,            0.039183,           0.0093588,          0.00081645,            0.005248,            0.005248,            0.005248
                 194,            0.020632,           0.0074811,          0.00083198,             0.87617,             0.64713,             0.75127,             0.47774,            0.038454,           0.0092708,          0.00094784,           0.0052233,           0.0052233,           0.0052233
                 195,            0.020336,           0.0073146,          0.00077938,             0.86692,             0.63065,             0.73886,             0.47147,            0.038052,           0.0095257,          0.00092949,           0.0051985,           0.0051985,           0.0051985
                 196,             0.01913,           0.0077205,          0.00065799,             0.78746,             0.63263,             0.72443,             0.45631,            0.038527,            0.010155,          0.00065237,           0.0051737,           0.0051737,           0.0051737
                 197,            0.020137,           0.0072973,          0.00062344,             0.84808,             0.62873,             0.72386,             0.46124,            0.038431,           0.0099105,           0.0010943,            0.005149,            0.005149,            0.005149
                 198,            0.019349,           0.0077032,          0.00099203,             0.82793,             0.64252,             0.71681,             0.46531,            0.038664,           0.0098076,            0.001574,           0.0051243,           0.0051243,           0.0051243
                 199,            0.019098,           0.0066892,          0.00045493,             0.79798,             0.68059,             0.72073,             0.46296,            0.039262,           0.0097248,           0.0017034,           0.0050995,           0.0050995,           0.0050995
                 200,            0.019388,           0.0080131,          0.00053182,             0.86369,             0.65105,             0.73114,             0.46019,             0.03904,           0.0097764,           0.0012807,           0.0050747,           0.0050747,           0.0050747
                 201,            0.019624,           0.0076561,          0.00048334,             0.86522,             0.62801,             0.73883,              0.4727,            0.038385,           0.0094056,           0.0012996,             0.00505,             0.00505,             0.00505
                 202,            0.019303,           0.0078032,          0.00076442,             0.85895,             0.67108,             0.75282,             0.47363,            0.037454,           0.0092649,          0.00089203,           0.0050253,           0.0050253,           0.0050253
                 203,            0.020227,           0.0070749,            0.001529,             0.88577,             0.64137,             0.73267,             0.47573,            0.037867,            0.009808,           0.0010819,           0.0050005,           0.0050005,           0.0050005
                 204,            0.017852,            0.007542,          0.00064211,             0.85536,              0.6757,              0.7398,             0.48555,            0.038372,           0.0095955,           0.0012811,           0.0049758,           0.0049758,           0.0049758
                 205,             0.01855,           0.0069727,          0.00043579,             0.87644,             0.65525,             0.74336,              0.4809,            0.038849,           0.0094774,           0.0013405,            0.004951,            0.004951,            0.004951
                 206,              0.0207,           0.0067819,            0.002558,             0.77139,             0.65351,             0.73305,             0.47008,            0.038622,            0.009365,           0.0012807,           0.0049263,           0.0049263,           0.0049263
                 207,            0.019468,           0.0081767,          0.00078125,             0.78977,             0.66011,             0.72569,             0.47165,            0.038428,           0.0094018,           0.0014639,           0.0049015,           0.0049015,           0.0049015
                 208,            0.018723,           0.0071567,          0.00054713,             0.76101,             0.66651,             0.72433,              0.4595,            0.037765,           0.0091602,           0.0012725,           0.0048768,           0.0048768,           0.0048768
                 209,            0.018735,           0.0068301,          0.00044366,             0.73882,             0.70717,             0.73107,             0.47647,            0.038103,           0.0091958,            0.001052,            0.004852,            0.004852,            0.004852
                 210,            0.019521,           0.0069701,           0.0012193,             0.75852,             0.67758,              0.7332,             0.47432,            0.037214,           0.0093862,          0.00066743,           0.0048272,           0.0048272,           0.0048272
                 211,            0.020551,           0.0072687,             0.00137,             0.71437,              0.6771,             0.72083,             0.45941,             0.03771,            0.010066,          0.00070399,           0.0048025,           0.0048025,           0.0048025
                 212,            0.019106,           0.0073214,          0.00051981,             0.79124,             0.68919,             0.74364,             0.48745,            0.039174,           0.0090394,          0.00080905,           0.0047778,           0.0047778,           0.0047778
                 213,            0.019526,           0.0069379,          0.00092858,             0.82084,              0.6835,             0.74417,             0.48154,            0.038333,           0.0090605,          0.00043594,            0.004753,            0.004753,            0.004753
                 214,            0.019857,           0.0067072,          0.00056508,             0.80278,             0.68001,             0.74007,             0.47984,            0.037723,           0.0097598,          0.00038495,           0.0047283,           0.0047283,           0.0047283
                 215,            0.017883,           0.0070554,          0.00035439,             0.81805,             0.64902,             0.72984,             0.47486,             0.03881,           0.0097889,          0.00038726,           0.0047035,           0.0047035,           0.0047035
                 216,            0.019374,           0.0073036,          0.00036039,             0.83418,             0.63881,             0.73514,             0.47347,            0.038681,           0.0098047,          0.00038978,           0.0046788,           0.0046788,           0.0046788
                 217,            0.019288,           0.0071738,          0.00040586,             0.88376,             0.64006,             0.72692,             0.46707,            0.038294,           0.0098715,          0.00046689,            0.004654,            0.004654,            0.004654
                 218,            0.019155,           0.0070108,          0.00040609,             0.82849,              0.6354,             0.71124,             0.44962,            0.039118,            0.010171,          0.00059032,           0.0046293,           0.0046293,           0.0046293
                 219,            0.019852,           0.0079301,          0.00071179,             0.81054,             0.66284,             0.73124,              0.4628,            0.038184,            0.010119,          0.00059051,           0.0046045,           0.0046045,           0.0046045
                 220,            0.018331,           0.0068954,          0.00060282,             0.71206,              0.6979,             0.73327,             0.46287,              0.0386,            0.010252,          0.00070686,           0.0045798,           0.0045798,           0.0045798
                 221,            0.017674,           0.0075438,          0.00044894,             0.77459,             0.65256,              0.7255,             0.46316,             0.03817,            0.010272,          0.00088198,            0.004555,            0.004555,            0.004555
                 222,             0.01854,           0.0065912,           0.0011422,             0.81279,             0.65349,             0.73583,             0.46656,            0.037496,            0.010525,          0.00051555,           0.0045303,           0.0045303,           0.0045303
                 223,            0.019059,           0.0070616,          0.00060166,             0.80163,             0.63481,              0.6956,             0.45267,            0.038589,            0.011615,          0.00049278,           0.0045055,           0.0045055,           0.0045055
                 224,              0.0188,           0.0071647,          0.00083681,             0.88277,             0.62333,             0.73201,             0.48164,            0.038273,            0.010399,            0.000423,           0.0044808,           0.0044808,           0.0044808
                 225,            0.019215,           0.0077556,          0.00062509,             0.88405,             0.64166,             0.72388,             0.47351,            0.039257,            0.010209,          0.00044926,            0.004456,            0.004456,            0.004456
                 226,            0.019385,           0.0073467,          0.00047266,             0.85991,             0.64905,              0.7354,             0.47956,            0.039532,           0.0099888,           0.0004023,           0.0044313,           0.0044313,           0.0044313
                 227,            0.018042,            0.007444,          0.00045979,             0.82852,             0.64992,             0.74213,             0.48091,            0.038386,           0.0098751,          0.00034671,           0.0044065,           0.0044065,           0.0044065
                 228,            0.017861,           0.0067263,          0.00036463,             0.85604,             0.66084,             0.72315,             0.47376,            0.038313,           0.0099527,          0.00035931,           0.0043818,           0.0043818,           0.0043818
                 229,            0.018589,           0.0067843,            0.000514,             0.82509,             0.69627,             0.73428,             0.47027,            0.037939,           0.0095792,          0.00041347,            0.004357,            0.004357,            0.004357
                 230,            0.017532,           0.0069328,          0.00054007,              0.8808,             0.65392,             0.74636,             0.48164,            0.038068,           0.0093051,          0.00052987,           0.0043323,           0.0043323,           0.0043323
                 231,            0.018485,           0.0068802,          0.00041516,             0.85898,             0.68529,             0.75759,             0.48487,            0.037966,           0.0090367,          0.00055319,           0.0043075,           0.0043075,           0.0043075
                 232,            0.017959,           0.0067613,          0.00052311,             0.89045,               0.648,             0.75797,             0.48083,            0.038337,             0.00906,          0.00078975,           0.0042828,           0.0042828,           0.0042828
                 233,            0.018516,           0.0071971,          0.00032851,             0.82636,             0.68228,             0.75284,             0.48121,            0.038661,           0.0093088,          0.00066665,            0.004258,            0.004258,            0.004258
                 234,            0.018243,           0.0065849,          0.00046563,             0.78395,              0.7039,             0.74791,              0.4805,            0.039134,           0.0093262,          0.00083153,           0.0042333,           0.0042333,           0.0042333
                 235,            0.017623,           0.0067344,          0.00063241,             0.83285,             0.66878,             0.74599,             0.47975,            0.038319,           0.0094988,          0.00060628,           0.0042085,           0.0042085,           0.0042085
                 236,            0.017583,           0.0066789,          0.00038726,             0.81604,             0.68109,             0.75122,              0.4879,            0.038056,           0.0096513,           0.0005282,           0.0041837,           0.0041837,           0.0041837
                 237,            0.018267,           0.0069172,          0.00050754,             0.84873,             0.67991,             0.75035,             0.48306,            0.038878,           0.0098427,          0.00087426,            0.004159,            0.004159,            0.004159
                 238,            0.018406,           0.0071013,          0.00043771,             0.86052,             0.65807,             0.74295,             0.48132,            0.037822,           0.0095873,          0.00096251,           0.0041342,           0.0041342,           0.0041342
                 239,            0.016987,           0.0066767,          0.00085637,              0.8823,             0.63627,             0.73541,             0.48744,            0.038898,           0.0096768,           0.0012997,           0.0041095,           0.0041095,           0.0041095
                 240,            0.019101,           0.0070566,          0.00034437,             0.90975,             0.60177,             0.71658,             0.46044,            0.040426,            0.010316,           0.0020245,           0.0040847,           0.0040847,           0.0040847
                 241,            0.017216,           0.0066532,          0.00082611,             0.85874,             0.64231,             0.72704,              0.4689,            0.039066,           0.0098556,           0.0020395,             0.00406,             0.00406,             0.00406
                 242,             0.01746,           0.0063573,          0.00047629,             0.76914,             0.70244,             0.72736,             0.46366,            0.039803,           0.0099673,           0.0024899,           0.0040352,           0.0040352,           0.0040352
                 243,            0.017615,           0.0068417,            0.000414,             0.77561,             0.67299,              0.7206,             0.46798,            0.039134,            0.009919,           0.0026297,           0.0040105,           0.0040105,           0.0040105
                 244,             0.01713,           0.0064395,           0.0004966,              0.8617,             0.64283,             0.72051,             0.47034,            0.038665,           0.0098683,           0.0025601,           0.0039857,           0.0039857,           0.0039857
                 245,            0.017494,            0.006828,          0.00037541,              0.8766,             0.62353,             0.72768,              0.4774,            0.039005,            0.009769,           0.0022059,            0.003961,            0.003961,            0.003961
                 246,            0.018059,           0.0066315,          0.00040818,             0.86064,             0.67119,             0.72865,             0.48565,            0.039201,           0.0099925,            0.001732,           0.0039362,           0.0039362,           0.0039362
                 247,            0.018686,           0.0068469,          0.00044921,             0.84171,             0.64647,               0.745,             0.48568,            0.039595,           0.0099182,          0.00096903,           0.0039115,           0.0039115,           0.0039115
                 248,            0.018315,            0.006966,            0.000473,             0.85802,              0.6641,             0.73105,             0.47409,            0.039733,           0.0098495,          0.00076552,           0.0038867,           0.0038867,           0.0038867
                 249,            0.018901,           0.0069235,          0.00094105,             0.81999,             0.64868,             0.72568,              0.4737,            0.039011,            0.010075,          0.00036187,            0.003862,            0.003862,            0.003862
                 250,            0.016976,           0.0066685,          0.00049942,             0.77193,             0.67745,             0.74229,             0.48368,            0.038494,           0.0094577,          0.00031032,           0.0038372,           0.0038372,           0.0038372
                 251,            0.017365,           0.0067659,          0.00046007,             0.83623,             0.65432,             0.73395,              0.4818,            0.038809,           0.0091712,          0.00041967,           0.0038125,           0.0038125,           0.0038125
                 252,            0.017922,           0.0066672,          0.00046038,             0.83494,               0.655,             0.72802,             0.47655,            0.038295,           0.0092643,          0.00051068,           0.0037878,           0.0037878,           0.0037878
                 253,            0.017261,           0.0062158,          0.00043729,             0.82926,             0.65137,             0.71326,             0.47086,            0.039077,           0.0097142,          0.00066528,            0.003763,            0.003763,            0.003763
                 254,            0.016984,           0.0066038,          0.00062116,              0.8181,              0.6466,             0.71858,             0.47087,            0.039072,           0.0098134,          0.00063837,           0.0037383,           0.0037383,           0.0037383
                 255,            0.017453,           0.0071997,          0.00047284,             0.81164,              0.6422,             0.71308,             0.47044,            0.038968,           0.0099241,          0.00056532,           0.0037135,           0.0037135,           0.0037135
                 256,            0.015898,           0.0066207,          0.00040206,             0.83019,               0.628,             0.71116,             0.46769,            0.039294,            0.010413,          0.00054705,           0.0036888,           0.0036888,           0.0036888
                 257,            0.017227,           0.0065326,          0.00067932,             0.83018,              0.6351,             0.72405,             0.47202,            0.039858,            0.010291,          0.00069255,            0.003664,            0.003664,            0.003664
                 258,            0.018153,           0.0066948,          0.00040788,             0.81612,             0.63891,              0.7263,             0.48396,            0.039271,           0.0097995,           0.0010804,           0.0036393,           0.0036393,           0.0036393
                 259,            0.016714,           0.0065283,          0.00031681,             0.83827,             0.59774,             0.70995,             0.47413,            0.038039,            0.010377,           0.0013973,           0.0036145,           0.0036145,           0.0036145
                 260,            0.017714,           0.0065539,           0.0004288,             0.84262,             0.60014,             0.72048,             0.47834,             0.03803,            0.010451,           0.0011113,           0.0035898,           0.0035898,           0.0035898
                 261,            0.017034,           0.0062587,          0.00039266,             0.82253,             0.63459,             0.73612,             0.48109,            0.037814,            0.010675,          0.00084056,            0.003565,            0.003565,            0.003565
                 262,            0.017001,           0.0061794,          0.00052783,             0.89168,              0.6166,             0.73411,             0.48461,            0.037709,            0.010402,          0.00096702,           0.0035403,           0.0035403,           0.0035403
                 263,             0.01607,           0.0062869,           0.0004152,             0.87242,             0.62492,             0.73958,             0.48236,            0.037482,           0.0099528,           0.0014282,           0.0035155,           0.0035155,           0.0035155
                 264,            0.016815,           0.0060304,          0.00036826,             0.86265,             0.63927,              0.7356,             0.47753,            0.038539,           0.0096629,           0.0013152,           0.0034908,           0.0034908,           0.0034908
                 265,            0.017075,            0.006363,          0.00065614,             0.86753,             0.61045,             0.73386,             0.47839,            0.037936,             0.00973,           0.0014048,            0.003466,            0.003466,            0.003466
                 266,              0.0169,           0.0063052,          0.00036224,             0.85867,             0.65429,             0.75787,             0.47943,            0.037797,            0.009577,           0.0018453,           0.0034413,           0.0034413,           0.0034413
                 267,            0.017756,            0.006461,          0.00036319,             0.77928,             0.66957,             0.74392,             0.47076,            0.037999,           0.0094709,           0.0021922,           0.0034165,           0.0034165,           0.0034165
                 268,            0.017611,           0.0066123,           0.0007458,              0.8813,               0.614,             0.73067,              0.4789,            0.039085,           0.0095554,           0.0026025,           0.0033918,           0.0033918,           0.0033918
                 269,            0.017324,           0.0062949,          0.00079059,             0.83371,             0.64609,             0.73578,             0.48329,            0.038542,              0.0099,           0.0024917,            0.003367,            0.003367,            0.003367
                 270,            0.017517,           0.0065805,          0.00046805,             0.86903,             0.63082,             0.74259,             0.48371,              0.0382,            0.010225,           0.0025488,           0.0033423,           0.0033423,           0.0033423
                 271,            0.016578,           0.0061423,           0.0003111,             0.85113,             0.64493,             0.75403,             0.49015,            0.038089,           0.0098526,           0.0019729,           0.0033175,           0.0033175,           0.0033175
                 272,            0.016045,           0.0060086,          0.00030828,             0.85271,             0.64677,             0.76015,             0.49214,            0.038132,           0.0096721,           0.0015639,           0.0032928,           0.0032928,           0.0032928
                 273,            0.016667,           0.0064509,          0.00028311,             0.79088,             0.66035,             0.75497,             0.49673,            0.037527,           0.0096347,           0.0015564,            0.003268,            0.003268,            0.003268
                 274,             0.01515,           0.0063397,          0.00052405,             0.83761,             0.64574,             0.76323,             0.49316,            0.036667,           0.0094073,            0.001533,           0.0032433,           0.0032433,           0.0032433
                 275,            0.015281,           0.0058052,          0.00027967,             0.79308,             0.70532,             0.75304,             0.49156,            0.036365,           0.0094344,           0.0011149,           0.0032185,           0.0032185,           0.0032185
                 276,            0.015684,           0.0060603,          0.00027901,             0.79052,             0.67595,             0.74185,             0.48754,            0.037058,           0.0095979,          0.00075091,           0.0031938,           0.0031938,           0.0031938
                 277,            0.016494,           0.0066859,          0.00035468,             0.77941,             0.69868,             0.74226,             0.49426,            0.037374,           0.0096325,          0.00054548,            0.003169,            0.003169,            0.003169
                 278,            0.017097,           0.0061956,          0.00031815,             0.79632,             0.65967,             0.73786,              0.4888,            0.037894,           0.0096276,          0.00069444,           0.0031443,           0.0031443,           0.0031443
                 279,            0.016029,           0.0060989,          0.00027299,             0.83951,             0.66642,             0.74158,             0.47437,            0.037636,             0.00992,          0.00069631,           0.0031195,           0.0031195,           0.0031195
                 280,            0.015371,           0.0057296,          0.00033321,             0.83967,             0.65266,             0.73897,             0.48474,            0.037378,            0.010102,          0.00068631,           0.0030948,           0.0030948,           0.0030948
                 281,            0.016378,           0.0062135,          0.00027452,             0.87806,             0.62092,              0.7358,             0.47659,            0.037932,            0.010296,          0.00064939,             0.00307,             0.00307,             0.00307
                 282,            0.016563,           0.0057031,          0.00024182,              0.8544,             0.63982,             0.73925,             0.48521,            0.037035,            0.010212,          0.00078148,           0.0030452,           0.0030452,           0.0030452
                 283,            0.015693,           0.0061789,          0.00030113,             0.89004,             0.63166,             0.73927,             0.48866,            0.037381,            0.010355,           0.0008044,           0.0030205,           0.0030205,           0.0030205
                 284,            0.015715,            0.006178,          0.00063136,             0.89494,             0.64784,             0.73239,              0.4882,            0.037417,            0.010332,          0.00085974,           0.0029957,           0.0029957,           0.0029957
                 285,            0.016368,            0.005699,          0.00029133,              0.8507,             0.63752,             0.74104,             0.49031,            0.037251,            0.010378,          0.00066663,            0.002971,            0.002971,            0.002971
                 286,            0.014795,           0.0055765,          0.00027324,             0.87448,             0.62554,             0.73834,             0.48637,            0.037112,            0.010718,          0.00095138,           0.0029462,           0.0029462,           0.0029462
                 287,            0.015908,           0.0063234,          0.00025758,             0.85075,             0.64944,             0.74834,             0.49782,             0.03726,           0.0099387,          0.00080311,           0.0029215,           0.0029215,           0.0029215
                 288,            0.015928,             0.00617,          0.00033543,              0.8947,             0.62664,             0.75584,             0.48852,            0.036879,           0.0097159,          0.00085888,           0.0028967,           0.0028967,           0.0028967
                 289,            0.017168,           0.0060592,          0.00024283,             0.88314,             0.64362,             0.75066,             0.48942,            0.037332,           0.0094838,          0.00087915,            0.002872,            0.002872,            0.002872
                 290,            0.015038,           0.0058533,           0.0003676,             0.80301,             0.68186,             0.74305,             0.48383,            0.037567,           0.0095462,            0.001162,           0.0028472,           0.0028472,           0.0028472
                 291,            0.015674,           0.0061053,          0.00023361,             0.83552,             0.64044,             0.73542,             0.48253,            0.037826,           0.0099325,           0.0015151,           0.0028225,           0.0028225,           0.0028225
                 292,            0.016408,            0.006167,            0.000352,             0.79115,              0.6464,             0.73904,              0.4745,            0.038091,            0.010477,           0.0014998,           0.0027977,           0.0027977,           0.0027977
                 293,            0.015747,           0.0060571,          0.00046848,             0.76109,             0.64496,             0.73341,             0.47411,            0.038386,            0.010569,           0.0012056,            0.002773,            0.002773,            0.002773
                 294,            0.016031,           0.0062232,          0.00039753,             0.81363,              0.6499,             0.74574,             0.48549,            0.038003,            0.010394,           0.0010257,           0.0027482,           0.0027482,           0.0027482
                 295,            0.015632,            0.006314,          0.00021681,              0.8717,              0.6371,             0.75476,              0.4914,            0.037066,            0.010223,          0.00098302,           0.0027235,           0.0027235,           0.0027235
                 296,            0.014992,           0.0059063,          0.00042385,             0.82621,             0.65556,             0.76099,             0.48643,            0.036815,             0.01026,           0.0010738,           0.0026987,           0.0026987,           0.0026987
                 297,            0.016955,           0.0065646,          0.00043182,             0.87686,             0.64091,             0.75158,             0.48963,            0.037009,            0.010168,          0.00082045,            0.002674,            0.002674,            0.002674
                 298,            0.014969,           0.0058915,          0.00050542,             0.84526,             0.67832,              0.7564,             0.49589,            0.037927,            0.010451,          0.00084494,           0.0026492,           0.0026492,           0.0026492
                 299,            0.015236,           0.0061699,          0.00025814,             0.87106,             0.64474,             0.75047,             0.48992,            0.037046,            0.010448,          0.00091241,           0.0026245,           0.0026245,           0.0026245
                 300,            0.015522,           0.0058589,          0.00021552,             0.83775,             0.65794,             0.74095,             0.48422,            0.037083,            0.010543,          0.00094338,           0.0025997,           0.0025997,           0.0025997
                 301,            0.014752,           0.0060912,          0.00031578,             0.79425,             0.65697,             0.73774,             0.48817,            0.037157,            0.010847,           0.0010176,            0.002575,            0.002575,            0.002575
                 302,            0.014874,           0.0058466,          0.00034455,             0.84251,             0.66392,             0.73984,             0.48505,            0.037689,            0.010631,           0.0013963,           0.0025503,           0.0025503,           0.0025503
                 303,            0.015603,           0.0063513,          0.00025839,             0.84384,             0.63335,             0.73813,             0.48555,            0.037758,            0.010193,           0.0012418,           0.0025255,           0.0025255,           0.0025255
                 304,              0.0155,           0.0059963,          0.00026857,             0.76964,             0.65739,             0.73523,             0.47415,            0.038003,            0.010531,          0.00098736,           0.0025008,           0.0025008,           0.0025008
                 305,            0.016014,           0.0062684,            0.000319,             0.75253,             0.66833,             0.73743,             0.48399,             0.03809,            0.010604,           0.0010007,            0.002476,            0.002476,            0.002476
