Company,Glassdoor_Review_Link,date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Goldman Sachs,https://www.glassdoor.com/Reviews/Goldman-Sachs-Reviews-E2800.htm,3/18/2019, Senior Financial Analyst,"New York, NY",Current Employee ,Senior Financial Analyst,More than 8 years,0,"flexibility and completely new scenarios every single day meaning that you can start your day not knowing what is going to happen, can't say that about any other job","long hours, the pressure to produce positive returns are always a massive burden, you have billions and billions of dollars of investor money on your back and is alway emotionally and mentally difficult.",,5,2,5,1,5,5
Goldman Sachs,https://www.glassdoor.com/Reviews/Goldman-Sachs-Reviews-E2800.htm,4/1/2019, Savings Specialist,"Draper, UT",Current Employee ,Savings Specialist,More than a year,0,The people that you work with are great. You are able to provide great customer service to great people.,Management is in it for themselves. They are really only worried about their careers and not worried about helping others try to succeed and move up within the company.,,3,3,3,2,2,2
Goldman Sachs,https://www.glassdoor.com/Reviews/Goldman-Sachs-Reviews-E2800.htm,4/1/2019, Vice President,,Current Employee ,"To be successful, know how to sell yourself",More than 10 years,0,Better opportunities if you are working in a flagship location (NY/NJ/Bangalore) or a growth business area,"You need to know how to sell yourself to grow
Senior leadership roles are getting exceedingly competitive - very important to have a network with other senior leaders to grow","Make reviews fair by incorporating NLP/Machine learning
Focus on Manager Effectiveness Feedback to coach your managers
Truly encourage mobility by ensuring each employee gets a new role every 3-5 years",3,4,3,3,3,3
Goldman Sachs,https://www.glassdoor.com/Reviews/Goldman-Sachs-Reviews-E2800.htm,3/17/2019, Summer Analyst,"Salt Lake City, UT",Current Employee ,good,More than a year,0,"good working environment,work life balance","slow, no cool benefits, no flexibility",,4,,,,,
Goldman Sachs,https://www.glassdoor.com/Reviews/Goldman-Sachs-Reviews-E2800.htm,3/17/2019,,,Current Employee ,Terrific!,,0,it was fun and learned a lot,long hours! but bearable.,,4,,,,,
Goldman Sachs,https://www.glassdoor.com/Reviews/Goldman-Sachs-Reviews-E2800.htm,4/1/2019, Compliance,"New York, NY",Former Employee ,Only Looking At The Bottom Line,More than a year,0,"Managers and peers are smart, helpful and hard working.",MD's are totally out of touch,Listen to the VP's for a better culture and motivational techniques,3,2,3,2,3,1
Goldman Sachs,https://www.glassdoor.com/Reviews/Goldman-Sachs-Reviews-E2800.htm,3/16/2019, Analyst,,Former Employee ,Analyst,,0,Great place to work and learn,Long hours but a lot of deal flow,,5,,,,,
Goldman Sachs,https://www.glassdoor.com/Reviews/Goldman-Sachs-Reviews-E2800.htm,3/16/2019, Conflicts Analyst,"Jersey City, NJ",Current Employee ,"Great Learning Experience, Great Mentors",Less than a year,0,Learned very much about finance,Very intense culture and cutthroat,,5,3,5,5,5,5
Goldman Sachs,https://www.glassdoor.com/Reviews/Goldman-Sachs-Reviews-E2800.htm,3/14/2019, Associate Software Engineer,"Dallas, TX",Current Employee ,Review,More than 3 years,0,Working on good modern technologies,Work life balance varies by the team,,4,3,4,4,3,3
Goldman Sachs,https://www.glassdoor.com/Reviews/Goldman-Sachs-Reviews-E2800.htm,3/12/2019, Investment Professional,"New York, NY",Former Employee ,Tough hours and average salary,Less than a year,0,"You learn from a diverse group of peers who are driven and ambitious. Gain tremendous business skills such as communication, attention to detail, financial savvy, understanding of businesses and investors, and importance of sales.","The hours were really tough and most of the time the job that we were doing was to help the portfolio manager get more clients. Much of the job could be quite trivial at times and not very rewarding. In addition, the pay wasn't all that great.",Give opportunities to employees to thrive and work up the ladder through a merit based system. Set expectations up front with employees of what the job entails and if there is a match or interest from the employee's perspective.,4,2,3,5,2,3
