age,buyer_rank,channel_broad,channel_narrow,contribution_margin,days_since_joining,days_since_fast_to_full,days_since_last_login,days_since_first_purchase,days_since_second_purchase,days_since_third_purchase,days_since_prev_last_purchase,days_since_last_purchase,days_since_last_purchase_offer,days_since_last_purchase_store,date_joined_year,days_since_previous_purchase_365_avg,days_since_previous_purchase_365_median,email_sub_status,first_purchase_amount,first_registration_type,is_active,is_buyer,is_full,is_referee,is_repeat_buyer,order_cnt_30,order_cnt_60,order_cnt_90,order_cnt_180,order_cnt_365,order_cnt_365_offer,order_cnt_365_store,order_cnt_lifetime,order_num_offer,order_num_store,revenue_30,revenue_60,revenue_90,revenue_180,revenue_365,revenue_365_offer,revenue_365_store,revenue_730,revenue_lifetime,revenue_lifetime_offer,revenue_lifetime_store,time_to_first_purchase,time_to_repeat_purchase,average_base_price,median_base_price,average_order_total,avg_wine_rating,email_received,total_open,unique_open,total_click,unique_click,albarino,amarone_della_valpolicella,barolo,beaujolais,bordeaux_blend,bordeaux_left_bank,bordeaux_red_blend,bordeaux_right_bank,brunello,cabernet_franc,cabernet_sauvignon,cava,champagne,chardonnay,chateauneuf_du_pape,chenin_blanc,chenin_blanc_pinot_noir_chardonnay,chianti_classico_,cremant_de_loire,fortified_dry,fortified_sweet,france,french_blend,garnacha,grenache,grenache_syrah_mourvedre,interesting_italian,interesting_red,interesting_white,italian_white_blend,malbec,merlot,merlot_cabernet_franc,mixed_case,mourvedre,napa_red_blend,nebbiolo,other_italian,other_spain,palamino,pinot_gris_grigio,pinot_noir,pinot_noir_california,port,prosecco,red_blend,red_burgundy,red_wines,rhone_red_blend,ribera_del_duero,riesling,rioja,rose,sancerre,sangiovese,sauvignon_blanc,sauvignon_blanc_semillon,semillon,shiraz,southern_rhone,spanish_red_blend,sparkling,super_tuscan,syrah,tempranillo,unfortified_sweet,verdicchio,vermentino,vouvray,white_blend,white_burgundy,white_wines,zinfandel,Buy
int,int,enum,enum,real,int,int,int,int,int,int,int,int,int,int,int,int,real,enum,real,enum,enum,enum,enum,enum,enum,int,int,int,int,int,int,int,int,int,int,real,real,real,real,real,real,real,real,real,real,real,int,int,real,real,real,int,int,int,int,int,int,enum,enum,int,enum,int,int,int,int,int,enum,int,int,int,int,int,enum,int,int,int,enum,int,int,enum,enum,int,enum,enum,int,int,enum,int,int,enum,enum,enum,enum,int,int,int,enum,int,int,enum,int,enum,int,int,int,int,enum,int,int,int,enum,int,int,int,enum,int,int,enum,int,int,int,int,int,enum,enum,int,int,int,enum,int,enum
